name_of_city,population_total,effective_literacy_rate_total,total_graduates,sample_mean
Mughalsarai ,0.00882401471913933,0.8383603238866397,0.005293685171153333,0.008539430938772194
Muktsar ,0.00938297850686067,0.7824898785425102,0.00530584110750485,0.009029349357322532
Munger ,0.01707752575300436,0.8282388663967611,0.008998994659041743,0.016327450987592227
Murwara ,0.017780658121960207,0.8848178137651822,0.012160888770030845,0.017434004554785925
Mustafabad ,0.010178510194417623,0.770242914979757,0.0020088810370544456,0.009211605972165799
Muzaffarnagar ,0.03145030787885704,0.8197368421052631,0.02654721433211909,0.03161542537405051
Muzaffarpur ,0.028195656078035994,0.8619433198380567,0.027874912713623697,0.02897835010813472
Mysore ,0.07111830502625847,0.8789473684210527,0.06722052714443098,0.07260314397873859
Nabadwip ,0.010059585139080209,0.8881578947368421,0.004539566897494391,0.009502109203379044
Nadiad ,0.017482143410954904,0.8935222672064778,0.012350431333141539,0.01720270694155036
Nagaon ,0.009324477637321376,0.9456477732793523,0.006876207996174932,0.009223603108247118
Nagapattinam ,0.008241249892715016,0.9057692307692308,0.0038129120355925817,0.007800378506457295
Nagaur ,0.008063343138773599,0.7393724696356275,0.003517117584372328,0.007597769544669326
Nagda ,0.008016702719497065,0.8260121457489878,0.00443196434979022,0.0076999031044823725
Nagercoil ,0.017977317209425178,0.965080971659919,0.015461450599400217,0.018119740350296544
Nagpur ,0.19276605494257418,0.9426113360323887,0.17211095038261937,0.195211402198012
Naihati ,0.017771602507908237,0.9088056680161944,0.010436546687574877,0.017158067623973285
Nalgonda ,0.010831716478821442,0.8813765182186235,0.011964592908947084,0.011331567770561999
Nanded Waghala ,0.04412119553018096,0.8846153846153847,0.02599389411819262,0.04260144999684853
Nandurbar ,0.00890070695496002,0.8804655870445344,0.005155467672637933,0.008585237549050348
Nandyal ,0.016087418570596163,0.7782388663967612,0.010089877391624199,0.01563163109958718
Nangloi Jat ,0.016468155051666284,0.8441295546558705,0.005714190524942856,0.015284209920014974
Narasaraopet ,0.009322394044707647,0.8041497975708503,0.006245449965490648,0.00912270056257234
Nashik ,0.11916330613897708,0.9206477732793522,0.09185115551179418,0.1184152945207488
Navi Mumbai ,0.08971284647841193,0.9268218623481781,0.08672315125091339,0.09188439168380404
Navi Mumbai Panvel Raigarh ,0.01562686446478476,0.9182186234817814,0.010188925761895822,0.015245579323894377
Navsari ,0.01283012220991923,0.90334008097166,0.007845081145377346,0.012437181621616018
Neemuch ,0.010266341636904016,0.8690283400809716,0.007396211940100948,0.010126937108232726
Nellore ,0.04049045526258196,0.8460526315789474,0.03051905398001114,0.04013250269260886
New Delhi ,0.020034384086417164,0.9203441295546559,0.028621827469444704,0.021963724144862307
Neyveli ,0.008469563560273166,0.9208502024291498,0.008332219039167777,0.008702876425168106
Nizamabad ,0.024880259538707022,0.8128542510121458,0.01556590160805029,0.024166621844587604
Noida ,0.05147924256920753,0.8965587044534413,0.0643877437546626,0.05500235451410658
North Barrackpur ,0.010804629774842976,0.9593117408906883,0.010376217225682162,0.011061395879226247
North Dum Dum ,0.02032504525603226,0.9309716599190284,0.01838787972106178,0.020626067629922484
Ongole ,0.016254105979694428,0.8458502024291498,0.014628093629523978,0.016483585314364894
Orai ,0.015000664746181957,0.8432186234817814,0.01323331248815359,0.01517139566699885
Osmanabad ,0.008982287619605228,0.8922064777327936,0.006439494727250052,0.008856309943333661
Ozhukarai ,0.02404369710429511,0.9129554655870445,0.022818043191392516,0.024564277924204975
Palakkad ,0.010499623871464133,0.9534412955465588,0.007575849666184481,0.01035929907954006
Palanpur ,0.010187565808469596,0.8748987854251012,0.006810475895903764,0.009967043916901341
Pali ,0.018428254733942454,0.796255060728745,0.007308869286315973,0.017244608338034928
Pallavaram ,0.01733452888809,0.9439271255060729,0.022737453835580606,0.018689585757916512
Palwal ,0.010252157179495174,0.819838056680162,0.007130131999962181,0.010072818701696752
Panchkula ,0.016843041445782476,0.8892712550607288,0.028208525633493117,0.01911067942241556
Panihati ,0.030734754092396274,0.9390688259109312,0.02641304881238753,0.030970143588093968
Panipat ,0.023572644897237614,0.8531376518218624,0.017051176942259754,0.02325533386872225
Panvel ,0.014462056055533192,0.9512145748987855,0.01783455950713531,0.015417155245534567
Parbhani ,0.024617726869377254,0.8536437246963563,0.013522353641400779,0.023619669938808686
Patan ,0.01005750154646648,0.8862348178137652,0.006046452785217661,0.00973464413287304
Pathankot ,0.011889059592111102,0.8967611336032388,0.010822385111769332,0.012077915257081955
Patiala ,0.032469104528792724,0.874089068825911,0.03903271162472193,0.034447904177702625
Patna ,0.13488858028567177,0.8573886639676113,0.13848898109391722,0.13940903974491461
Pilibhit ,0.01045226220859054,0.7516194331983806,0.007882449394161639,0.010364204929968222
Pimpri Chinchwad ,0.13858767841863656,0.9200404858299596,0.11236632409437149,0.1385787837298539
Pithampur ,0.01010534403840478,0.8373481781376518,0.0023186323040857004,0.009196314927946585
Porbandar ,0.012191901764698764,0.8751012145748988,0.0044360163285740595,0.011349100268852087
Port Blair ,0.008062541756999088,0.9085020242914981,0.0055917307216979415,0.007920907955022592
Proddatur ,0.013047777499876387,0.7902834008097166,0.008171940767273699,0.012677420542890007
Puducherry ,0.019375247576881964,0.9037449392712551,0.0170318174880703,0.019585049110055628
Pudukkottai ,0.00939339646992931,0.9330971659919028,0.006800120839011731,0.009271902557167044
Pune ,0.24966496231462137,0.9272267206477733,0.29557294304673687,0.26413100175726356
Puri ,0.01610985726028247,0.9046558704453441,0.012183849983139266,0.01597779185512702
Purnia ,0.02248252526937046,0.7538461538461539,0.012693048650308379,0.021624288451770658
Puruliya ,0.009731659716950355,0.8334008097165992,0.006660102461036847,0.009545004934378026
Rae Bareli ,0.01531087963109512,0.8397773279352226,0.01573923625602563,0.015832184169731256
Raichur ,0.018628600177570172,0.7841093117408907,0.010105184867029814,0.0178544995178696
Raiganj ,0.014719940710570794,0.8265182186234817,0.0075582910914545115,0.014043340666284288
Raigarh ,0.010986703714011848,0.8861336032388664,0.009076882695664428,0.011017895144691736
Raipur ,0.08094653124703739,0.8795546558704455,0.06626966278982341,0.08104301752437276
Rajahmundry ,0.027559759639961608,0.8530364372469637,0.024133585636545607,0.027840755798201933
Rajapalayam ,0.010427499511758155,0.8729757085020243,0.004963223790338011,0.009889374487320773
Rajarhat Gopalpur ,0.03245524062409369,0.9201417004048583,0.03294799015099024,0.03348974033183833
Rajkot ,0.10313743368866334,0.8989878542510121,0.06665415055442325,0.10049303530713526
Rajnandgaon ,0.01307229978217642,0.8901821862348178,0.008842318146066631,0.012803803960850032
Rajpur Sonarpur ,0.03396304043283591,0.9216599190283401,0.030933256255692466,0.034493888647816454
Ramagundam ,0.0184022899644483,0.7645748987854252,0.012250032303275305,0.017990210073669067
Rampur ,0.026064781939611557,0.6147773279352227,0.013650216083024145,0.024902319448269716
Ranchi ,0.08602352520309618,0.8956477732793522,0.09042620963947744,0.08923644526060916
Ranibennur ,0.008523897244585004,0.9107287449392714,0.004388293022897732,0.008136876011082398
Raniganj ,0.010307692936468778,0.7942307692307693,0.004375686866681344,0.009692763743455679
Ratlam ,0.021221390770822683,0.8894736842105263,0.016473094635765375,0.021111183832909542
Raurkela Industrial Township ,0.016862034193838384,0.8765182186234818,0.0103041820473028,0.01634248994700497
Raurkela Town ,0.02189511242865398,0.8901821862348178,0.01724972390266787,0.021820667417660918
Rewa ,0.0188662900118901,0.8880566801619433,0.01850808842498234,0.019369828205352775
Rewari ,0.011288584228470098,0.8932186234817814,0.010147505534327689,0.011448238921117139
Rishra ,0.009984014837743832,0.8996963562753036,0.006566456729143677,0.009751402870854376
Robertson Pet ,0.011734473047807953,0.9068825910931174,0.006032946189271531,0.011197999235381968
Rohtak ,0.029902198566856917,0.8510121457489879,0.029660934917566995,0.030747209588548666
Roorkee ,0.00947137091658922,0.9180161943319839,0.013774026545863672,0.010424596046771895
Rudrapur ,0.011290186992019119,0.7409919028340081,0.006608327176576681,0.010898131053608307
S.A.S. Nagar ,0.0117085082783138,0.9435222672064777,0.025807953314000893,0.014251209797700627
Sagar ,0.021906331773497136,0.9132591093117409,0.017881382373081893,0.021928873420367628
Saharanpur ,0.05636478641933568,0.7888663967611336,0.03635480386846917,0.054910508815339855
Saharsa ,0.012435441685972621,0.7860323886639676,0.008242175066193576,0.01215326480620741
Salem ,0.06659787071259748,0.8582995951417004,0.042004162732870595,0.06473116288370981
Sambalpur ,0.014695979395512919,0.8678137651821862,0.011748487373809,0.014674398567035682
Sambhal ,0.01773730336795917,0.5011133603238866,0.004763326170335283,0.01624291014632859
Sangli Miraj Kupwad ,0.040285221390129716,0.891497975708502,0.027351757230643585,0.03946087104202031
Santipur ,0.01216289174446147,0.8241902834008098,0.0032474358853145932,0.011138537331184372
Sasaram ,0.011812046803580606,0.8330971659919029,0.008483943133629308,0.011646479813397415
Satara ,0.009622912210149227,0.9403846153846154,0.010036301227704549,0.009975829772642445
Satna ,0.022458563954312585,0.8737854251012146,0.016971037806312712,0.02226954502924656
Sawai Madhopur ,0.009696559195226778,0.8183198380566802,0.006068963778461211,0.009422289350352163
Secunderabad ,0.01712536824494266,0.8881578947368421,0.019130742498098947,0.017945479725467436
Sehore ,0.008720476193872524,0.8655870445344129,0.006252203263463712,0.00859822901964608
Seoni ,0.008204306192910063,0.9226720647773279,0.007354341492667944,0.00831901988799833
Serampore ,0.014692453315705071,0.91082995951417,0.013533609138022554,0.014949258535536228
Shahjahanpur ,0.026283318749520675,0.6975708502024291,0.015086867671827537,0.02531729165338495
Shamli ,0.008593457182612547,0.8296558704453442,0.006007283656973883,0.00844890028241257
Shikohabad ,0.00859882644050177,0.8267206477732795,0.006911325145634871,0.008594178857088774
Shillong ,0.01146032034274778,0.9346153846153846,0.011306371466505668,0.011778826437501635
Shimla ,0.013604096727741842,0.9581983805668016,0.019518381801752888,0.014929419461266928
Shimoga ,0.025838792279199486,0.8908906882591093,0.01686658679766264,0.025207011552909435
Shivpuri ,0.014422628072227257,0.8020242914979757,0.010048907383920938,0.014170754130772976
Sikar ,0.0190391480606521,0.780668016194332,0.00935827011120881,0.018097037312531497
Silchar ,0.013840584489400003,0.9285425101214575,0.010028197270136872,0.013659827244545541
Siliguri ,0.040847150290416745,0.8649797570850202,0.02926564187621025,0.04024936290676884
Singrauli ,0.01765403980158749,0.7828947368421052,0.008125117901327113,0.01669497102883151
Sirsa ,0.01468788543959036,0.8403846153846154,0.011009226355690802,0.014552157742728673
Sitapur ,0.014212585909127955,0.8411943319838057,0.012607506875982886,0.014385437254555353
Siwan ,0.010775219063718425,0.8567813765182187,0.0065484479345488365,0.010439647610424959
Solapur ,0.07622086306092417,0.8489878542510121,0.03990658838243656,0.07281328747529776
Sonipat ,0.022202522477356358,0.8862348178137652,0.021096402428125775,0.022687531748505848
South Dum Dum ,0.03289864515993056,0.9394736842105262,0.046346533329551486,0.03596121548649846
Srikakulam ,0.010097650773369474,0.8616396761133603,0.009790030961620106,0.010351801657254255
Srinagar ,0.09558817695823847,0.718421052631579,0.06113220391178032,0.09303651798259432
Sujangarh ,0.008136268880254089,0.7545546558704453,0.0023789617659784154,0.007484576464207919
Sultan Pur Majra ,0.014555016341376455,0.8074898785425102,0.003327124801396762,0.013241019148958501
Sultanpur ,0.008648031281456739,0.8970647773279352,0.009218251733233925,0.008996460692904893
Surat ,0.35757670806311076,0.9011133603238867,0.12551904722671317,0.3319737048265673
Surendranagar Dudhrej ,0.014250731681594672,0.8637651821862349,0.007904960387405189,0.013687528563834457
Suryapet ,0.00843454317672704,0.8591093117408907,0.006394472740762952,0.008370467596056853
Tadepalligudem ,0.00830047200585137,0.8410931174089068,0.005189684382368129,0.008065810503195811
Tadpatri ,0.008674877570902854,0.7304655870445345,0.0038799947954583623,0.008188496677327586
Tambaram ,0.014168990740594562,0.948582995951417,0.01582432781048625,0.014848405706587173
Tenali ,0.013194670779144232,0.8363360323886639,0.010099782228651362,0.013105933203290624
Thane ,0.14576108709681582,0.9246963562753037,0.10856961997391426,0.14425632597088567
Thanesar ,0.01241837225417554,0.8677125506072875,0.01484780092358103,0.013166300512084797
Thanjavur ,0.017840280925983817,0.9259109311740892,0.01515079889263922,0.01795141282148197
Thiruvananthapuram ,0.06030317715016941,0.948582995951417,0.06809890610079432,0.06329014249505424
Thoothukkudi ,0.019022719734274624,0.956174089068826,0.014314740603573755,0.018854786034659694
Thrissur ,0.025291288250853652,0.9842105263157894,0.02410252046586951,0.02585467484005156
Tiruchirappalli ,0.06787022455598841,0.9242914979757084,0.055525165714676764,0.06794633093183061
Tirunelveli ,0.03805265190451985,0.9208502024291498,0.026741709313743367,0.037415405905821
Tirupati ,0.02300246176467312,0.8861336032388664,0.024966492386556974,0.02398842869677754
Tiruppur ,0.03562486581863913,0.8873481781376519,0.015018434252367143,0.03347046704791245
Tiruvannamalai ,0.011594631928155803,0.8263157894736842,0.007429528210101403,0.011292463815193695
Tiruvottiyur ,0.019878996160339505,0.8928137651821862,0.011607118336239503,0.01918142772358734
Titagarh ,0.009490443802822579,0.8216599190283401,0.002540590697467108,0.008693437249636898
Tonk ,0.013251889437844309,0.7031376518218624,0.005301789128721011,0.012408767462513246
Tumkur ,0.024507937566269265,0.8701417004048583,0.018982620162556384,0.024373097507212612
Udaipur ,0.036201219590867355,0.9176113360323886,0.041460747355971286,0.038086909413299584
Udgir ,0.008339419160092598,0.8682186234817814,0.004467981938979901,0.00798778185276602
Udupi ,0.010045320543493915,0.9503036437246963,0.010104734647164944,0.010355636147254916
Ujjain ,0.04128839109546244,0.8658906882591093,0.03275034363031186,0.04117690124958916
Ulhasnagar ,0.040625007262522335,0.9029352226720647,0.019612027533646055,0.038554075077359154
Uluberia ,0.017804699575195534,0.8211538461538461,0.005125302941691575,0.016360313043058072
Unnao ,0.014319169685137903,0.8473684210526315,0.012254984721788886,0.014423782854797526
Uttarpara Kotrung ,0.01301331808357242,0.9226720647773279,0.01610571522603063,0.01388218144903596
Vadodara ,0.13356654077226116,0.934919028340081,0.12604310314942302,0.13631866628023748
Valsad ,0.009214848610568286,0.938259109311741,0.008545173035251765,0.009387337091699326
Varanasi ,0.09631126373337964,0.8109311740890689,0.07771785351376345,0.0962485783852398
Vasai Virar City ,0.09786738686312488,0.9225708502024292,0.0585078723194472,0.0946213030366161
Vellore ,0.014897286497270052,0.8772267206477733,0.007019828133068784,0.014114905442134808
Veraval ,0.012316917321522462,0.7894736842105263,0.004542268216683618,0.011474270178563182
Vidisha ,0.012498270017094274,0.8793522267206477,0.009915192084054248,0.012469016431495492
Vijayawada ,0.08400404313132877,0.8359311740890689,0.060971025200156494,0.08289021726004671
Visakhapatnam,0.13866469120716704,0.8366396761133603,0.11280213692356662,0.1387132821778756
Vizianagaram ,0.018234079929978466,0.8284412955465587,0.013801940177485676,0.018085043677628046
Warangal ,0.04969496604825905,0.8518218623481781,0.049349950048105995,0.051104113666361285
Wardha ,0.008458023662720209,0.9519230769230769,0.008717607243497362,0.00875294817032464
Yamunanagar ,0.01736017310487435,0.8695344129554656,0.013417902632750703,0.017261990985912277
Yavatmal ,0.009353247243026316,0.929251012145749,0.0060829205942722125,0.009125246619117703
